32;010300097;1;;CHCA4E1A00010821;;;;;;;;;;;;134;132;2
25;010300098;1;|01210098|01210098|01210098;;;600;607;7;205;599;1;;;205;;;;
32;010300098;1;;CHCA4E1A00011079;;;;;;;;;;;;205;202;3
25;010300099;1;|01210099|01210099|01210099;;;500;556;9;60;499;1;;;60;;;;
32;010300099;1;;CHCA4E1A00010286;;;;;;;;;;;;60;59;1
25;010300100;1;|01210100|01210100|01210100;;;700;654;5;145;699;1;;;145;;;;
32;010300100;1;;CGEA4E0A00007215;;;;;;;;;;;;145;144;1
25;010300101;1;|01210101|01210101|01210101;;;500;529;6;214;499;1;;;214;;;;
32;010300101;1;;CHCA4E1A00010333;;;;;;;;;;;;214;213;1
25;010300102;1;|01210102|01210102|01210102;;;500;549;6;187;499;1;;;187;;;;
32;010300102;1;;CHCA4E1A00011109;;;;;;;;;;;;187;184;3
25;010300103;1;|01210103|01210103|01210103;;;400;371;6;114;399;1;;;114;;;;
32;010300103;1;;EXXA4E2A01022051;;;;;;;;;;;;114;111;3
25;010300104;1;|01210104|01210104|01210104;;;700;699;5;301;699;1;;;301;;;;
32;010300104;1;;CHCA4E1A00010016;;;;;;;;;;;;174;173;1
32;010300104;1;;ELZA4E2A00015902;;;;;;;;;;;;127;125;2
25;010300105;1;|01210105|01210105|01210105;;;500;493;10;200;499;1;;;200;;;;
32;010300105;1;;CHCA4E1A00008285;;;;;;;;;;;;200;198;2
25;010300106;1;|01210106|01210106|01210106;;;400;388;8;143;399;1;;;143;;;;
32;010300106;1;;CHCA4E1A00012074;;;;;;;;;;;;143;143;0
25;010300107;1;|01210107|01210107|01210107;;;400;380;7;154;399;1;;;154;;;;
32;010300107;1;;CHCA4E1A00012488;;;;;;;;;;;;154;153;1
25;010300108;1;|01210108|01210108|01210108;;;600;547;6;209;599;1;;;209;;;;
32;010300108;1;;CHCA4E1A00010933;;;;;;;;;;;;209;205;4
25;010300109;1;|01210109|01210109|01210109;;;500;512;8;181;499;1;;;181;;;;
32;010300109;1;;CHCA4E1A00009204;;;;;;;;;;;;181;178;3
25;010300110;1;|01210110|01210110|01210110;;;500;437;7;157;499;1;;;157;;;;
32;010300110;1;;EPDA4E2A00019766;;;;;;;;;;;;157;157;0
25;010300111;1;|01210111|01210111|01210111;;;600;587;6;185;599;1;;;185;;;;
32;010300111;1;;CHCA4E1A00010055;;;;;;;;;;;;185;184;1
25;010300112;1;|01210112|01210112|01210112;;;700;653;5;253;699;1;;;253;;;;
32;010300112;1;;CHCA4E1A00010173;;;;;;;;;;;;253;249;4
25;010300113;1;|01210113|01210113|01210113;;;600;551;6;171;599;1;;;171;;;;
32;010300113;1;;CGEA4E0A00007339;;;;;;;;;;;;171;170;1
25;010300114;1;|01210114|01210114|01210114;;;500;524;6;175;499;1;;;175;;;;
32;010300114;1;;CHCA4E1A00012571;;;;;;;;;;;;175;172;3
25;010300115;1;|01210115|01210115|01210115;;;600;556;6;202;599;1;;;202;;;;
32;010300115;1;;CHCA4E1A00011438;;;;;;;;;;;;202;199;3
25;010300116;1;|01210116|01210116|01210116;;;500;553;9;31;499;1;;;31;;;;
